doc_key,mention_ind,mentions_vs_mentionstr,mentions_vs_clusters,mentions_vs_tbound,category,pronoun_class,entity_name,name_fuzzy_scores,neighbour_distance,nominal_neighbour_distance,surface_neighbour_distance,avg_fuzzy_scores,cluster_size,nominal_size,is_plural,num_major_mentions_neigh,num_helpers,num_dists,fin_dists,is_nested,nested_entities,dataset,predicted_answer,answer,phrase_extr,correct,options,pred_in_opts,pred_gender,ans_gender,output,predicted_pronoun,answer_pronoun,num_options,is_dialogue,correct_extr
174_the_picture_of_dorian_gray_brat_0,252,you,7,"[1818, 1818]",PRON,1,Basil Hallward,0,2,6,13,-1.0,103,17,False,21,5,7,2,0,[],litbank,Basil Hallward,Basil Hallward,you,True,"[""Lord Henry Wotton's Wife"", 'Lord Henry Wotton', 'A Bishop', 'Dorian Gray', 'The Garden', 'The World', 'Basil Hallward', 'None of the Above']",True,Male,Male,"- Mention: {{you}}
- Explanation: The mention is used in the context of Lord Henry Wotton asking Basil Hallward a question.
- The mention refers to: Basil Hallward 
","{0: 39, 1: 28, 2: 19}","{0: 39, 1: 28, 2: 19}",8,True,True
73_the_red_badge_of_courage_an_episode_of_the_american_civil_war_brat_0,60,He,11,"[438, 438]",PRON,2,Jim,0,1,3,22,-1.0,25,5,False,16,3,8,5,0,[],litbank,Henry,Jim,He,False,"['Henry', 'The Audience', 'A Corporal', 'Narrator', ""Henry's Hut"", 'The River', 'Jim', 'Another Private', 'None of the Above']",True,Male,Male,"- Mention: He
- Explanation: The pronoun ""He"" refers to the tall soldier who had spread the rumor about the army moving.
- The mention refers to:  Henry 
","{2: 69, 1: 6, 0: 2}","{2: 15, 0: 2}",9,False,True
805_this_side_of_paradise_brat_0,220,me,3,"[1392, 1392]",PRON,0,Beatrice Blaine,67,1,24,24,-1.0,99,22,False,14,2,8,6,0,[],litbank,Beatrice Blaine,None of the Above,me,False,"['Bishop Wiston', 'Every Western Woman', 'Stephen Blaine', 'Monsignor Darcy', 'Amory', 'None of the Above']",False,Female,None,"- Mention: {{me}}
- Explanation: The mention is used in the context of Beatrice Blaine talking about Western women and their attempts to impress her.
- The mention refers to: Beatrice Blaine 
","{3: 63, 0: 13, 1: 1}",{},6,True,True
805_this_side_of_paradise_brat_0,112,I,3,"[724, 724]",PRON,0,Beatrice Blaine,100,2,5,7,-1.0,99,22,False,18,3,5,2,0,[],litbank,Beatrice Blaine,Beatrice Blaine,I,True,"['Beatrice Blaine', 'Monsignor Darcy', 'Every Western Woman', 'Stephen Blaine', 'Amory', 'Bishop Wiston', 'None of the Above']",True,Female,Female,"- Mention: {{I}}
- Explanation: The mention is used in the context of Beatrice Blaine speaking to her son Amory. 
- The mention refers to: Beatrice Blaine 
","{3: 63, 0: 13, 1: 1}","{3: 63, 0: 13, 1: 1}",7,True,True
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,32,I,2,"[167, 167]",PRON,0,Florence Linden,100,2,12,12,-1.0,72,33,False,19,5,7,2,0,[],litbank,Florence Linden,Florence Linden,I,True,"['John Linden', 'Curtis Waring', 'Florence Linden', 'The Library', 'Harvey', 'None of the Above']",True,Female,Female,"- Mention: {{I}}
- Explanation: The pronoun ""I"" refers to the speaker of the sentence, who is Florence Linden.
- The mention refers to: Florence Linden 
","{0: 15, 1: 12, 3: 12}","{0: 15, 1: 12, 3: 12}",6,True,True
209_the_turn_of_the_screw_brat_0,179,I,8,"[1251, 1251]",PRON,0,Douglas,0,2,25,25,-1.0,100,6,False,9,3,5,2,0,[],litbank,Narrator,Douglas,I,False,"['Old House', 'Little Boy', 'Douglas', ""Little Boy's Mother"", 'Narrator', ""Douglas's Man"", 'Mrs. Griffin', 'None of the Above']",True,Neutral,Male,"- Mention: {{I}}
- Explanation: The mention ""I"" refers to the narrator of the story.
- The mention refers to: Narrator 
","{0: 27, 1: 3}","{2: 61, 0: 30, 1: 3}",8,True,True
1342_pride_and_prejudice_brat_0,122,I,6,"[662, 662]",PRON,0,Mrs. Bennet,0,1,43,117,-1.0,86,16,False,14,1,5,4,0,[],litbank,Mr. Bennet,Mrs. Bennet,I,False,"['Mrs. Bennet', 'Mary', 'Lydia', 'Netherfield Park', 'Elizabeth', 'Mrs. Long', 'Mr. Bingley', 'Mr. Bennet', 'Kitty', 'None of the Above']",True,Male,Female,"- Mention: {{I}}
- Explanation: The mention ""I"" is a first-person pronoun, referring to the speaker in the sentence.
- The mention refers to: Mr. Bennet 
","{0: 31, 1: 27, 2: 24}","{0: 34, 1: 22, 3: 14}",10,True,True
2852_the_hound_of_the_baskervilles_brat_0,249,I,0,"[1817, 1817]",PRON,0,Sherlock Holmes,0,3,5,14,-1.0,74,12,False,18,3,6,3,0,[],litbank,Dr. John Watson,Sherlock Holmes,I,False,"['Dr. James Mortimer', 'The Country', 'Absent-minded Visitor', 'Dr. John Watson', 'Charing Cross Hospital', 'The Room', 'Sherlock Holmes', 'None of the Above']",True,Male,Male,"- Mention: {{I}}
- Explanation: The pronoun ""I"" refers to the speaker, who is Dr. John Watson.
- The mention refers to: Dr. John Watson 
","{0: 35, 1: 26}","{0: 33, 2: 24, 1: 5}",8,True,True
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,203,I,0,"[1370, 1370]",PRON,0,Ragged Dick,100,2,2,13,-1.0,158,40,False,20,1,8,7,0,[],litbank,Dick,None of the Above,I,False,"[""Mr. Greyson's Office"", 'My Mansion', 'Mr. Greyson', 'Narrator', 'Lewis Napoleon', 'General Washington', 'The Speaker', 'The Unsuspicious Stranger', 'None of the Above']",False,Male,None,"- Mention: {{I}}
- Explanation: The mention ""I"" is used in the context of the conversation between Dick and Mr. Greyson. It refers to the speaker of the sentence, which is Dick.
- The mention refers to:  Dick 
",{},{},9,True,True
155_the_moonstone_brat_0,257,him,6,"[1951, 1951]",PRON,2,John Herncastle,50,3,6,6,-1.0,39,17,False,18,3,6,3,0,[],litbank,John Herncastle,John Herncastle,him,True,"['The Moon-god', 'Tippoo', 'The Dying Indian', 'The Presumptuous Mortal', 'The Courtyard', 'Seringapatam', 'General Baird', 'India', 'John Herncastle', 'Aurungzebe', 'The Armoury', 'Vishnu', 'Narrator', 'None of the Above']",True,Male,Male,"- Mention: {{him}}
- Explanation: The mention ""him"" refers to the person the narrator is addressing in the text.
- The mention refers to: John Herncastle 
","{2: 18, 1: 2, 0: 2}","{2: 18, 1: 2, 0: 2}",14,False,True
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,25,my,1,"[145, 145]",PRON,0,John Linden,0,2,10,15,-1.0,124,36,False,17,3,9,6,1,['Others'],litbank,None of the Above,None of the Above,my,True,"['Florence Linden', 'Harvey', 'The Library', 'Curtis Waring', 'None of the Above']",True,None,None,"- Mention: {{my}}
- Explanation: The mention ""my"" refers to the possessive pronoun of John Linden, the speaker in the text.
- The mention refers to: None of the Above 
",{},{},5,True,True
1400_great_expectations_brat_0,212,me,0,"[1271, 1271]",PRON,0,Pip,0,1,77,103,-1.0,131,10,False,10,4,11,7,0,[],litbank,Pip,Pip,me,True,"['The Church', 'Young Man', ""Pip's Mother"", 'Pip', ""Pip's Father"", 'Joe Gargery', 'The River', 'The Marshes', 'Home', 'None of the Above']",True,Male,Male,"- Mention: {{me}}
- Explanation: The mention ""me"" refers to the speaker, Pip, who is recounting his childhood experience.
- The mention refers to: Pip 
","{0: 82, 1: 38, 2: 1}","{0: 82, 1: 38, 2: 1}",10,False,True
110_tess_of_the_durbervilles_a_pure_woman_brat_0,84,your,1,"[544, 544]",PRON,1,John Durbeyfield,57,13,23,23,-1.0,91,20,False,1,1,3,2,1,['Others'],litbank,John Durbeyfield,John Durbeyfield,your,True,"['Parson Tringham', 'Home', 'John Durbeyfield', 'Fred', 'South Wessex', 'Kingsbere', ""John Durbeyfield's Wife"", 'None of the Above']",True,Male,Male,"- Mention: {{your}}
- Explanation: The mention ""your"" refers to the lineage of John Durbeyfield, specifically his ancestor Brian who was summoned to Westminster in Edward the Second's time.
- The mention refers to: John Durbeyfield 
","{0: 34, 2: 21, 1: 16}","{0: 34, 2: 21, 1: 16}",8,False,True
1400_great_expectations_brat_0,258,I,0,"[1533, 1533]",PRON,0,Pip,100,1,123,149,-1.0,131,10,False,12,1,12,11,0,[],litbank,None of the Above,Pip,I,False,"['Home', 'Pip', ""Pip's Father"", 'The Church', 'Joe Gargery', 'The Marshes', ""Pip's Mother"", 'The River', 'Young Man', 'None of the Above']",True,None,Male,"- Mention: {{I}}
- Explanation: The mention ""I"" refers to the man who is speaking to Pip.
- The mention refers to: None of the Above 
",{},"{0: 82, 1: 38, 2: 1}",10,True,True
209_the_turn_of_the_screw_brat_0,105,You,8,"[827, 827]",PRON,1,Douglas,67,1,47,58,-1.0,100,6,False,16,2,11,9,0,[],litbank,Narrator,Douglas,You,False,"[""Little Boy's Mother"", 'Narrator', ""Douglas's Man"", 'Douglas', 'Old House', 'Little Boy', 'Mrs. Griffin', 'None of the Above']",True,Neutral,Male,"- Mention: {{You}}
- Explanation: The mention ""You"" refers to the narrator of the story, who is recounting the events and conversations.
- The mention refers to: Narrator 
","{0: 27, 1: 3}","{2: 61, 0: 30, 1: 3}",8,True,True
4217_a_portrait_of_the_artist_as_a_young_man_brat_0,154,him,2,"[828, 828]",PRON,2,Stephen Dedalus's Father,33,4,4,4,-1.0,13,11,False,16,1,9,8,0,[],litbank,Stephen Dedalus's Father,Stephen Dedalus's Father,him (#This is the marked mention),True,"['Stephen Dedalus', 'Cantwell', ""Stephen Dedalus's Mother"", 'The Prefect', 'The Road', 'Father Arnall', ""Stephen Dedalus's Father"", 'Simon Moonan', 'Nasty Roche', 'Dante', 'Jack Lawton', 'Uncle Charles', 'Rody Kickham', 'The Castle', 'None of the Above']",True,Male,Male,"- Mention: {{him}} (#This is the marked mention) 
- Explanation: The mention refers to the person Stephen Dedalus is writing to. 
- The mention refers to: Stephen Dedalus's Father 
",{2: 2},{2: 2},15,False,False
2005_piccadilly_jim_brat_0,218,I,32,"[1458, 1458]",PRON,0,Ogden Ford,0,2,4,20,-1.0,49,18,False,20,1,6,5,0,[],litbank,Ogden Ford,None of the Above,I,False,"[""Mr. Peter Pett's Residence"", 'Library', 'Mr. Peter Pett', 'Mrs. Pett', ""Mr. Pett's Room"", 'Elmer Ford', 'The Typewriter Girl', 'Riverside Drive', 'None of the Above']",False,Male,None,"- Mention: {{I}}
- Explanation: The pronoun ""I"" refers to the speaker in the sentence, which is Ogden Ford.
- The mention refers to: Ogden Ford 
","{0: 14, 1: 9, 2: 8}",{},9,True,True
1400_great_expectations_brat_0,222,your,0,"[1306, 1306]",PRON,1,Pip,0,2,87,113,-1.0,131,10,False,12,3,10,7,0,[],litbank,Pip,Pip,your,True,"[""Pip's Mother"", 'The Church', 'The River', 'Joe Gargery', 'Young Man', 'Pip', ""Pip's Father"", 'Home', 'The Marshes', 'None of the Above']",True,Male,Male,"- Mention: {{your}}
- Explanation: The man is threatening Pip, saying he will take out Pip's heart and liver if he doesn't bring him a file and food.
- The mention refers to: Pip 
","{0: 82, 1: 38, 2: 1}","{0: 82, 1: 38, 2: 1}",10,True,True
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,23,my,1,"[134, 134]",PRON,0,John Linden,0,1,8,17,-1.0,124,36,False,17,3,9,6,1,['Others'],litbank,John Linden,John Linden,my,True,"['Curtis Waring', 'Harvey', 'The Library', 'Florence Linden', 'John Linden', 'None of the Above']",True,Male,Male,"- Mention: {{my}}
- Explanation: The mention ""my"" refers to the possessive pronoun of John Linden, who is speaking about his deceased wife.
- The mention refers to: John Linden 
","{0: 48, 1: 24, 2: 16}","{0: 48, 1: 24, 2: 16}",6,True,True
215_the_call_of_the_wild_brat_0,243,me,72,"[1559, 1559]",PRON,0,The Kidnapper,67,3,5,5,-1.0,24,10,False,17,3,7,4,0,[],litbank,The Kidnapper,The Kidnapper,me (#This is the marked mention),True,"['The House', 'Manuel', 'Judge Miller', 'The Saloon-keeper', 'San Francisco', 'Buck', 'The Crate', 'The Kidnapper', 'Ysabel', 'None of the Above']",True,Male,Male,"- Mention: {{me}} (#This is the marked mention) 
- Explanation: The mention is used in the context of the kidnapper talking about the money he received for kidnapping Buck. 
- The mention refers to: The Kidnapper 
","{2: 6, 1: 4, 0: 4}","{2: 6, 1: 4, 0: 4}",10,True,False
2641_a_room_with_a_view_brat_0,211,you,37,"[1387, 1387]",PRON,1,Mr. Beebe,0,3,8,18,-1.0,32,9,False,14,1,3,2,0,[],litbank,Mr. Beebe,Mr. Beebe,you,True,"['Miss Bartlett', 'The First Vacant Room', 'George', 'The English People', 'The Signora', 'Narrator', 'Prato', 'Mr. Beebe', 'Summer Street', ""Lucy's Mother"", 'The Arno', 'The Clever Lady', 'The North Rooms', 'Lucy Honeychurch', 'None of the Above']",True,Male,Male,"- Mention: {{you}}
- Explanation: The mention is used in the context of a conversation between Miss Bartlett and Mr. Beebe. 
- The mention refers to: Mr. Beebe 
","{2: 12, 1: 8, 0: 3}","{2: 12, 1: 8, 0: 3}",15,True,True
1206_the_flying_u_ranch_brat_0,150,He,24,"[1300, 1300]",PRON,2,Weary,50,2,4,4,-1.0,6,2,False,12,1,5,4,0,[],litbank,Weary,Weary,He,True,"['The Bunk-house', 'Stage Favorite', 'The Old Man', 'Cal Emmett', 'Irish', 'Miguel Rapponi', 'Weary', 'Big Medicine', 'Flying U Coulee', 'Happy Jack', 'Pink', 'None of the Above']",True,Male,Male,"- Mention: {{He}}
- Explanation: The pronoun ""He"" refers to the person who previously expressed envy about the ""swell rig"" on Glory.
- The mention refers to: Weary 
","{2: 2, 0: 2}","{2: 2, 0: 2}",12,True,True
217_sons_and_lovers_brat_0,235,I,73,"[1674, 1674]",PRON,0,Mrs. Morel,0,2,26,31,-1.0,72,12,False,21,1,12,11,0,[],litbank,William,Mrs. Morel,I,False,"['Hell Row', 'Morel', 'William', 'Bestwood', 'Mrs. Morel', 'The Bottoms', 'Annie', 'None of the Above']",True,Male,Female,"- Mention: {{I}}
- Explanation: The mention ""I"" is used by William to refer to himself.
- The mention refers to: William 
","{2: 30, 1: 13, 0: 10}","{3: 52, 1: 6, 0: 2}",8,True,True
1342_pride_and_prejudice_brat_0,161,my,6,"[835, 835]",PRON,0,Mrs. Bennet,50,1,4,78,-1.0,86,16,False,19,2,8,6,0,[],litbank,Mrs. Bennet,Mrs. Bennet,my,True,"['Mary', 'Elizabeth', 'Mrs. Long', 'Lydia', 'Mr. Bingley', 'Kitty', 'Netherfield Park', 'Mr. Bennet', 'Mrs. Bennet', 'None of the Above']",True,Female,Female,"- Mention: {{my}}
- Explanation: The mention ""my"" is used by Mrs. Bennet to refer to herself.
- The mention refers to: Mrs. Bennet 
","{0: 34, 1: 22, 3: 14}","{0: 34, 1: 22, 3: 14}",10,True,True
1260_jane_eyre_an_autobiography_brat_0,161,She,3,"[1197, 1197]",PRON,3,Jane Eyre,50,3,15,123,-1.0,96,3,False,19,1,7,6,0,[],litbank,Jane Eyre,Jane Eyre,She,True,"['John Reed', 'Mrs. Reed', 'Home', 'Breakfast-room', 'Solitary Churchyard', 'Jane Eyre', 'Eliza', 'Bessie', 'Georgiana Reed', 'None of the Above']",True,Female,Female,"- Mention: {{She}}
- Explanation: The mention ""She"" refers to Jane Eyre, the protagonist of the story. 
- The mention refers to: Jane Eyre 
","{0: 75, 1: 15, 3: 3}","{0: 75, 1: 15, 3: 3}",10,True,True
171_charlotte_temple_brat_0,206,I,46,"[1321, 1321]",PRON,0,Blakeney,0,2,2,34,-1.0,13,8,False,16,1,4,3,0,[],litbank,Blakeney,Blakeney,I,True,"['Charlotte Temple', 'The Pleasure Grounds', 'Captain Eldridge', 'Mr. Temple', 'Belcour', ""The Captain's Room"", 'Chichester', 'French Teacher', 'Portsmouth', 'The Boarding School', 'Blakeney', 'Montraville', 'Miss Eldridge', 'None of the Above']",True,Male,Male,"- Mention: {{I}}
- Explanation: The pronoun ""I"" refers to the speaker of the sentence, who is the young officer.
- The mention refers to: Blakeney 
","{2: 3, 0: 1, 1: 1}","{2: 3, 0: 1, 1: 1}",14,True,True
76_adventures_of_huckleberry_finn_brat_0,108,She,27,"[753, 753]",PRON,3,Miss Watson,33,3,5,6,-1.0,20,4,False,19,3,5,2,0,[],litbank,Miss Watson,Miss Watson,She,True,"['Miss Watson', 'Jim', 'Mark Twain', 'Moses', 'Huckleberry Finn', 'The Good Place', 'Tom Sawyer', 'Widow Douglas', 'Aunt Polly', 'None of the Above']",True,Female,Female,"- Mention: {{She}}
- Explanation: The pronoun ""She"" refers to Miss Watson, who is mentioned in the previous sentence.
- The mention refers to: Miss Watson 
",{3: 16},{3: 16},10,True,True
1400_great_expectations_brat_0,167,your,0,"[1028, 1028]",PRON,1,Pip,0,2,32,58,-1.0,131,10,False,12,3,5,2,1,"[""Pip's Father""]",litbank,Pip,Pip,your,True,"['Joe Gargery', ""Pip's Father"", 'The River', 'The Church', ""Pip's Mother"", 'Pip', 'The Marshes', 'Home', 'Young Man', 'None of the Above']",True,Male,Male,"- Mention: {{your}}
- Explanation: The mention is used in the context of the man asking Pip who he lives with. 
- The mention refers to: Pip 
","{0: 82, 1: 38, 2: 1}","{0: 82, 1: 38, 2: 1}",10,True,True
217_sons_and_lovers_brat_0,234,you,87,"[1669, 1669]",PRON,1,William,0,2,16,88,-1.0,64,11,False,21,1,11,10,0,[],litbank,Mrs. Morel,William,you,False,"['Hell Row', 'Mrs. Morel', 'Annie', 'William', 'Bestwood', 'Morel', 'The Bottoms', 'None of the Above']",True,Female,Male,"- Mention: {{you}}
- Explanation: The mention ""you"" is used in the context of the son talking to his mother.
- The mention refers to: Mrs. Morel 
","{3: 52, 1: 6, 0: 2}","{2: 30, 1: 13, 0: 10}",8,True,True
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,166,me,0,"[1163, 1163]",PRON,0,Ragged Dick,50,2,6,11,-1.0,158,40,False,20,4,9,5,0,[],litbank,Ragged Dick,Ragged Dick,me,True,"[""Mr. Greyson's Office"", 'Lewis Napoleon', 'Ragged Dick', 'Mr. Greyson', 'Narrator', 'General Washington', 'My Mansion', 'The Unsuspicious Stranger', 'The Speaker', 'None of the Above']",True,Male,Male,"- Mention: {{me}}
- Explanation: The mention ""me"" is used in the context of a conversation between Ragged Dick and Mr. Greyson. Ragged Dick is explaining why the pants he is wearing don't fit him.
- The mention refers to: Ragged Dick 
","{2: 66, 0: 28, 1: 24}","{2: 66, 0: 28, 1: 24}",10,True,True
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,186,I,0,"[1276, 1276]",PRON,0,Ragged Dick,100,2,3,3,-1.0,158,40,False,20,3,9,6,0,[],litbank,Ragged Dick,None of the Above,I,False,"[""Mr. Greyson's Office"", 'Mr. Greyson', 'Narrator', 'The Speaker', 'My Mansion', 'The Unsuspicious Stranger', 'General Washington', 'Lewis Napoleon', 'None of the Above']",False,Male,None,"- Mention: {{I}}
- Explanation: The pronoun ""I"" refers to the speaker of the sentence, who is Dick.
- The mention refers to: **Ragged Dick** 
","{2: 66, 0: 28, 1: 24}",{},9,True,True
1342_pride_and_prejudice_brat_0,171,you,7,"[882, 882]",PRON,1,Mr. Bennet,0,2,13,13,-1.0,103,21,False,17,2,11,9,0,[],litbank,Mr. Bennet,Mr. Bennet,you,True,"['Mary', 'Kitty', 'Mrs. Long', 'Mr. Bennet', 'Elizabeth', 'Mrs. Bennet', 'Mr. Bingley', 'Netherfield Park', 'Lydia', 'None of the Above']",True,Male,Male,"- Mention: {{you}}
- Explanation: The mention is used in the context of Mrs. Bennet complaining to Mr. Bennet about her nerves.
- The mention refers to: Mr. Bennet 
","{0: 31, 1: 27, 2: 24}","{0: 31, 1: 27, 2: 24}",10,True,True
766_david_copperfield_brat_0,279,her,35,"[1966, 1966]",PRON,3,Miss Betsey Trotwood,40,4,5,5,-1.0,50,21,False,16,1,9,8,0,[],litbank,Miss Betsey Trotwood,Miss Betsey Trotwood,her,True,"['Miss Betsey Trotwood', 'India', 'Old Lady With A Hand-basket', 'Narrator', 'The World', 'This Property', ""Narrator's Mother"", ""Narrator's Father"", 'Husband', 'None of the Above']",True,Female,Female,"- Mention: {{her}}
- Explanation: The pronoun ""her"" refers to the person who was previously mentioned, which is Miss Betsey Trotwood.
- The mention refers to: Miss Betsey Trotwood 
","{3: 26, 0: 3}","{3: 26, 0: 3}",10,False,True
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,206,my,1,"[1185, 1185]",PRON,0,John Linden,0,1,5,23,-1.0,124,36,False,19,3,8,5,0,[],litbank,John Linden,John Linden,my,True,"['The Library', 'John Linden', 'Harvey', 'Florence Linden', 'Curtis Waring', 'None of the Above']",True,Male,Male,"- Mention: {{my}}
- Explanation: The mention ""my"" is used by John Linden to refer to his own hope.
- The mention refers to: John Linden 
","{0: 48, 1: 24, 2: 16}","{0: 48, 1: 24, 2: 16}",6,True,True
1342_pride_and_prejudice_brat_0,135,I,6,"[716, 716]",PRON,0,Mrs. Bennet,0,3,30,104,-1.0,86,16,False,17,2,5,3,0,[],litbank,Mrs. Bennet,Mrs. Bennet,I,True,"['Netherfield Park', 'Mary', 'Elizabeth', 'Mrs. Bennet', 'Kitty', 'Mrs. Long', 'Mr. Bennet', 'Lydia', 'Mr. Bingley', 'None of the Above']",True,Female,Female,"- Mention: {{I}}
- Explanation: The mention ""I"" refers to the speaker in the sentence, which is Mrs. Bennet.
- The mention refers to: Mrs. Bennet 
","{0: 34, 1: 22, 3: 14}","{0: 34, 1: 22, 3: 14}",10,True,True
432_the_ambassadors_brat_0,143,her,25,"[1074, 1074]",PRON,3,The Lady,80,1,19,31,-1.0,48,7,False,19,2,4,2,0,[],litbank,The Lady,The Lady,her,True,"['The Hall', 'Liverpool', 'The Hotel', 'The Young Woman', 'Milrose', 'Europe', 'The Lady', 'The Ship', 'The Garden', 'The Munsters', 'Strether', 'Waymarsh', 'None of the Above']",True,Female,Female,"- Mention: {{her}}
- Explanation: The mention ""her"" refers to the lady Strether met in the hotel hall. 
- The mention refers to: The Lady 
","{3: 30, 0: 9, 1: 1}","{3: 30, 0: 9, 1: 1}",13,True,True
217_sons_and_lovers_brat_0,185,your,87,"[1296, 1296]",PRON,1,William,0,1,5,39,-1.0,64,11,False,21,5,10,5,0,[],litbank,William,William,your,True,"['Hell Row', 'Bestwood', 'The Bottoms', 'Morel', 'Mrs. Morel', 'William', 'Annie', 'None of the Above']",True,Male,Male,"- Mention: {{your}}
- Explanation: The mention is used in the context of the mother telling her son to take his pudding in his hand.
- The mention refers to: William 
","{2: 30, 1: 13, 0: 10}","{2: 30, 1: 13, 0: 10}",8,True,True
1342_pride_and_prejudice_brat_0,172,I,6,"[887, 887]",PRON,0,Mrs. Bennet,0,2,7,67,-1.0,86,16,False,17,1,12,11,0,[],litbank,Mrs. Bennet,Mrs. Bennet,I,True,"['Kitty', 'Lydia', 'Mr. Bennet', 'Mr. Bingley', 'Mary', 'Mrs. Long', 'Netherfield Park', 'Elizabeth', 'Mrs. Bennet', 'None of the Above']",True,Female,Female,"- Mention: {{I}}
- Explanation: The mention ""I"" refers to the speaker, who is Mrs. Bennet.
- The mention refers to: Mrs. Bennet 
","{0: 34, 1: 22, 3: 14}","{0: 34, 1: 22, 3: 14}",10,True,True
1400_great_expectations_brat_0,216,me,0,"[1284, 1284]",PRON,0,Pip,0,1,81,107,-1.0,131,10,False,11,7,9,2,0,[],litbank,Pip,Pip,me,True,"['The River', 'Young Man', 'The Marshes', ""Pip's Father"", 'The Church', 'Home', 'Pip', 'Joe Gargery', ""Pip's Mother"", 'None of the Above']",True,Male,Male,"- Mention: {{me}}
- Explanation: The mention ""me"" refers to the speaker, Pip, who is recounting his childhood experience.
- The mention refers to: Pip 
","{0: 82, 1: 38, 2: 1}","{0: 82, 1: 38, 2: 1}",10,False,True
345_dracula_brat_0,287,my,0,"[1872, 1872]",PRON,0,Jonathan Harker,0,1,22,90,-1.0,118,6,False,19,5,8,3,0,[],litbank,Jonathan Harker,Jonathan Harker,my,True,"[""Count Dracula's Carriage"", 'The Old Lady', 'The Carpathians', 'Count Dracula', ""Jonathan Harker's Landlord"", 'Mina', 'Bistritz', 'Transylvania', 'Jonathan Harker', 'None of the Above']",True,Male,Male,"- Mention: {{my}}
- Explanation: The mention ""my"" is used in the context of Jonathan Harker's conversation with the old lady. 
- The mention refers to: Jonathan Harker 
","{0: 95, 1: 17}","{0: 95, 1: 17}",10,True,True
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,100,his,19,"[754, 754]",PRON,2,Mr. Greyson,33,1,2,100,-1.0,40,14,False,16,2,9,7,1,"['Mr. Greyson', ""Mr. Greyson's Office""]",litbank,Mr. Greyson,Mr. Greyson,his,True,"['The Unsuspicious Stranger', 'Mr. Greyson', 'Lewis Napoleon', 'Ragged Dick', 'Narrator', ""Mr. Greyson's Office"", 'My Mansion', 'The Speaker', 'General Washington', 'None of the Above']",True,Male,Male,"- Mention: {{his}}
- Explanation: The mention ""his"" refers to the gentleman who is on his way to his office.
- The mention refers to: Mr. Greyson 
","{0: 15, 1: 6, 2: 5}","{0: 15, 1: 6, 2: 5}",10,True,True
543_main_street_brat_0,242,I,90,"[1529, 1529]",PRON,0,Stewart Snyder,0,1,10,10,-1.0,26,4,False,17,1,8,7,0,[],litbank,Stewart Snyder,Stewart Snyder,I,True,"['Sociology Instructor', 'Blodgett College', 'St. Paul', 'Carol Milford', 'Minneapolis', 'Stewart Snyder', 'None of the Above']",True,Male,Male,"- Mention: {{I}}
- Explanation: The mention is used in the context of a conversation between Carol and Stewart. It is used as a pronoun referring to Stewart.
- The mention refers to: Stewart Snyder 
","{2: 14, 0: 7, 1: 1}","{2: 14, 0: 7, 1: 1}",7,True,True
233_sister_carrie_a_novel_brat_0,221,she,0,"[1901, 1901]",PRON,3,Carrie Meeber,40,1,36,36,-1.0,85,8,False,13,1,6,5,0,[],litbank,Carrie Meeber,Carrie Meeber,she,True,"['A Man', ""Carrie Meeber's Sister"", 'Columbia City', 'Chicago', 'Carrie Meeber', 'None of the Above']",True,Female,Female,"- Mention: {{she}}
- Explanation: The pronoun ""she"" refers to the subject of the previous sentence, which is Carrie Meeber.
- The mention refers to: Carrie Meeber 
","{3: 61, 1: 10, 0: 6}","{3: 61, 1: 10, 0: 6}",6,True,True
502_desert_gold_brat_0,144,You,14,"[1223, 1223]",PRON,1,Cameron's Comrade,33,2,6,29,-1.0,84,32,False,11,1,6,5,0,[],litbank,Cameron,None of the Above,You,False,"['Cameron', 'None of the Above']",True,Male,None,"- Mention: {{You}}
- Explanation: The mention ""You"" refers to the speaker of the sentence, which is Cameron.
- The mention refers to: Cameron 
","{2: 71, 1: 4, 0: 1}",{},2,True,True
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,231,your,2,"[1305, 1305]",PRON,1,Florence Linden,50,3,8,11,-1.0,72,33,False,18,1,6,5,0,[],litbank,Florence Linden,Florence Linden,your,True,"['The Library', 'John Linden', 'Harvey', 'Curtis Waring', 'Florence Linden', 'None of the Above']",True,Female,Female,"- Mention: {{your}}
- Explanation: The mention is used in the context of John Linden expressing his affection for Florence and Curtis.
- The mention refers to: Florence Linden 
","{0: 15, 1: 12, 3: 12}","{0: 15, 1: 12, 3: 12}",6,True,True
